alpha_annualized,alpha_tstat_hac,r_squared,idio_vol_annualized,idio_variance_share,observations,beta_dollar,tstat_dollar_hac,beta_carry,tstat_carry_hac,beta_value,tstat_value_hac,beta_momentum,tstat_momentum_hac,currency,date
0.001457478631,0.05604155812,0.3185049769,0.0603751402,0.6814950231,60,-0.4276165347,-1.928300334,-0.07024737593,-0.7382264792,0.3712470167,3.381425405,-0.1186074844,-0.7483804616,PHP,2005-09-30
-0.006147883263,-0.1189545338,0.2894893807,0.08143497157,0.7105106193,60,0.3213708711,1.763890494,0.4214463707,2.861734721,-0.6371761512,-5.942287345,0.001975529939,0.01092051266,PLN,2005-09-30
0.00419663371,0.2714853695,0.7567453353,0.03767725024,0.2432546647,60,0.7257180866,9.041161713,-0.6974227517,-9.104336343,-0.03827478534,-0.5362628363,0.009738960812,0.1264897476,SEK,2005-09-30
-0.02856113236,-1.277662565,0.176928191,0.03966466531,0.823071809,60,-0.2048706217,-2.591525101,-0.1779861997,-2.255395506,0.1318248965,1.964373876,-0.05830233965,-0.725488468,THB,2005-09-30
-1.041486575e-06,-0.166385105,0.9999998932,1.750924716e-05,1.067665142e-07,60,-0.9628882946,-15194.15445,-1.569229644e-05,-0.5328064975,4.832048921e-05,1.032639375,-4.519827544e-06,-0.3037380301,USD,2005-09-30
-0.103747633,-1.453673317,0.1704621053,0.1564134103,0.8295378947,60,0.7686932621,2.31499205,0.7258367205,3.855131797,0.187872889,0.4231115111,0.3167887268,0.953521396,ZAR,2005-09-30
-0.005862094254,-0.1720537643,0.2609015322,0.06171734822,0.7390984678,60,0.69180038,3.744683982,-0.02627191984,-0.2159359999,0.2290838326,1.892579513,-0.09560958909,-0.9356047147,AUD,2005-10-31
-0.1382408807,-1.930937979,0.5811592412,0.1332946576,0.4188407588,60,1.221178888,2.546101518,1.605332904,7.871141134,1.003831455,3.128678558,-0.4659368766,-1.253280487,BRL,2005-10-31
0.00867187738,0.2712526094,0.02262119778,0.06130819564,0.9773788022,60,-0.08943858756,-0.6387813427,-0.08291136368,-0.6168437072,-0.0111251119,-0.104960666,-0.07440014103,-1.030643252,CAD,2005-10-31
0.0366399071,1.569172306,0.640649499,0.04600952925,0.359350501,60,0.2828639768,2.508200205,-0.7271909929,-9.137615704,-0.211407105,-3.94896958,-0.01778971795,-0.1652880954,CHF,2005-10-31
-0.0826851492,-1.749341734,0.1859623901,0.08373297165,0.8140376099,60,0.159600292,0.854880337,0.2882981867,1.332767076,0.3883741194,3.170061799,-0.02212037012,-0.1300469937,CLP,2005-10-31
0.0367409385,6.265235708,0.9523592321,0.01177505092,0.04764076791,60,-0.9729200551,-45.22592042,-0.01338805984,-1.071129425,0.03559762042,1.69694891,0.02797887811,1.707052338,CNY,2005-10-31
-0.03358845136,-0.7884957571,0.3258439269,0.06785827362,0.6741560731,60,-0.445940978,-2.12031762,0.4436463946,5.353948057,0.1503199236,1.263346085,-0.06075752934,-0.4521042027,COP,2005-10-31
0.0682628738,2.672989031,0.6936532815,0.04795180559,0.3063467185,60,0.6294912034,4.805111044,-0.7695887053,-6.657927678,-0.1779779525,-2.058844642,0.01648765049,0.1692608951,CZK,2005-10-31
0.03477768011,1.773345628,0.7204004958,0.03531030153,0.2795995042,60,0.4937259635,5.528852773,-0.6414641167,-13.07815491,-0.0926738442,-1.883149725,-0.008439328848,-0.09774013354,DKK,2005-10-31
